suite,benchmark,defect,control,method,seed,level,performance,loss,initial_loss,frame_recovered,reframe_cost,reframed,fde,candidates
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,20,L4,0.5077707303436514,2.4786021747586124,2.4786021747586124,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,20,L4,0.5144882069922411,2.4128560540674515,2.4786021747586124,0.0,1.0,1.0,0.003358738324294841,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,20,L4,0.9459872068687737,0.14598842651448912,2.4786021747586124,1.0,1.0,1.0,0.21910823826256115,7
symbolic,symbolic_generation,generated_variable,False,Oracle,20,L4,0.9459872068687737,0.14598842651448912,2.4786021747586124,1.0,1.0,1.0,0.21910823826256115,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,21,L4,0.5105460187156619,2.0886115602383986,2.0886115602383986,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,21,L4,0.5105460187156619,2.0886115602383986,2.0886115602383986,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,21,L4,0.9366688998966834,0.14730301541002713,2.0886115602383986,1.0,1.0,1.0,0.2130614405905108,7
symbolic,symbolic_generation,generated_variable,False,Oracle,21,L4,0.9366688998966834,0.14730301541002713,2.0886115602383986,1.0,1.0,1.0,0.2130614405905108,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,22,L4,0.49633822926988397,2.0878994262180193,2.0878994262180193,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,22,L4,0.4994912519944362,2.061731470193158,2.0878994262180193,0.0,1.0,1.0,0.0015765113622761284,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,22,L4,0.931862323495813,0.1504471208736903,2.0878994262180193,1.0,1.0,1.0,0.2177620471129645,7
symbolic,symbolic_generation,generated_variable,False,Oracle,22,L4,0.931862323495813,0.1504471208736903,2.0878994262180193,1.0,1.0,1.0,0.2177620471129645,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,23,L4,0.5085198968020262,2.028908389456759,2.028908389456759,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,23,L4,0.5088841851092364,2.0259532173797448,2.028908389456759,0.0,1.0,1.0,0.0001821441536050683,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,23,L4,0.9237523606789967,0.173274752922303,2.028908389456759,1.0,1.0,1.0,0.20761623193848522,7
symbolic,symbolic_generation,generated_variable,False,Oracle,23,L4,0.9237523606789967,0.173274752922303,2.028908389456759,1.0,1.0,1.0,0.20761623193848522,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,24,L4,0.509353903933723,1.865665828874467,1.865665828874467,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,24,L4,0.5092854914190528,1.866176615785255,1.865665828874467,0.0,1.0,1.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,24,L4,0.9282073983709854,0.14980275987949582,1.865665828874467,1.0,1.0,1.0,0.2094267472186312,7
symbolic,symbolic_generation,generated_variable,False,Oracle,24,L4,0.9282073983709854,0.14980275987949582,1.865665828874467,1.0,1.0,1.0,0.2094267472186312,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,25,L4,0.5075856577354175,2.35945575741565,2.35945575741565,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,25,L4,0.49601017155629124,2.4712784132075356,2.35945575741565,0.0,1.0,1.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,25,L4,0.9354216921253594,0.16790735133728932,2.35945575741565,1.0,1.0,1.0,0.21391801719497094,7
symbolic,symbolic_generation,generated_variable,False,Oracle,25,L4,0.9354216921253594,0.16790735133728932,2.35945575741565,1.0,1.0,1.0,0.21391801719497094,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,26,L4,0.513479358543971,2.1627719741968696,2.1627719741968696,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,26,L4,0.5147207047282362,2.1520510867154137,2.1627719741968696,0.0,1.0,1.0,0.0006206730921325954,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,26,L4,0.9352378731956951,0.15806345461949955,2.1627719741968696,1.0,1.0,1.0,0.21087925732586205,7
symbolic,symbolic_generation,generated_variable,False,Oracle,26,L4,0.9352378731956951,0.15806345461949955,2.1627719741968696,1.0,1.0,1.0,0.21087925732586205,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,27,L4,0.51212007541706,1.6361286560797705,1.6361286560797705,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,27,L4,0.5103882485709691,1.6475077663071724,1.6361286560797705,0.0,1.0,1.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,27,L4,0.9295383297333468,0.13018529603441195,1.6361286560797705,1.0,1.0,1.0,0.20870912715814344,7
symbolic,symbolic_generation,generated_variable,False,Oracle,27,L4,0.9295383297333468,0.13018529603441195,1.6361286560797705,1.0,1.0,1.0,0.20870912715814344,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,28,L4,0.5292486206986214,2.0768091501317487,2.0768091501317487,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,28,L4,0.5258445077612609,2.1053687162496373,2.0768091501317487,0.0,1.0,1.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,28,L4,0.9336720923243489,0.16586954068363322,2.0768091501317487,1.0,1.0,1.0,0.20221173581286372,7
symbolic,symbolic_generation,generated_variable,False,Oracle,28,L4,0.9336720923243489,0.16586954068363322,2.0768091501317487,1.0,1.0,1.0,0.20221173581286372,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,29,L4,0.5191749178768189,2.1642111282337027,2.1642111282337027,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,29,L4,0.5183825956823092,2.1710907398467265,2.1642111282337027,0.0,1.0,1.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,29,L4,0.9417096961692044,0.14464568788916732,2.1642111282337027,1.0,1.0,1.0,0.21126738914619275,7
symbolic,symbolic_generation,generated_variable,False,Oracle,29,L4,0.9417096961692044,0.14464568788916732,2.1642111282337027,1.0,1.0,1.0,0.21126738914619275,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,30,L4,0.5412693740196167,2.251340232687901,2.251340232687901,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,30,L4,0.5412693740196167,2.251340232687901,2.251340232687901,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,30,L4,0.9439443685283498,0.15775012095600605,2.251340232687901,1.0,1.0,1.0,0.20133749725436656,7
symbolic,symbolic_generation,generated_variable,False,Oracle,30,L4,0.9439443685283498,0.15775012095600605,2.251340232687901,1.0,1.0,1.0,0.20133749725436656,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,31,L4,0.5044309734004342,3.4182698273090217,3.4182698273090217,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,31,L4,0.50685104434887,3.3853354134006466,3.4182698273090217,0.0,1.0,1.0,0.0012100354742178854,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,31,L4,0.9606440071659703,0.1425451112484594,3.4182698273090217,1.0,1.0,1.0,0.22810651688276806,7
symbolic,symbolic_generation,generated_variable,False,Oracle,31,L4,0.9606440071659703,0.1425451112484594,3.4182698273090217,1.0,1.0,1.0,0.22810651688276806,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,32,L4,0.5118361489357626,1.963714621572849,1.963714621572849,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,32,L4,0.5028688839982081,2.0354474565330682,1.963714621572849,0.0,1.0,1.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,32,L4,0.9251127723404514,0.16666975183820482,1.963714621572849,1.0,1.0,1.0,0.20663831170234442,7
symbolic,symbolic_generation,generated_variable,False,Oracle,32,L4,0.9251127723404514,0.16666975183820482,1.963714621572849,1.0,1.0,1.0,0.20663831170234442,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,33,L4,0.5138106168750278,2.2592142381881604,2.2592142381881604,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,33,L4,0.5136744392420454,2.2604461220647587,2.2592142381881604,0.0,1.0,1.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,33,L4,0.9475982722946142,0.1320311375775292,2.2592142381881604,1.0,1.0,1.0,0.2168938277097932,7
symbolic,symbolic_generation,generated_variable,False,Oracle,33,L4,0.9475982722946142,0.1320311375775292,2.2592142381881604,1.0,1.0,1.0,0.2168938277097932,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,34,L4,0.5333839772484921,1.8677891171908105,1.8677891171908105,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,34,L4,0.5402831638571166,1.8166745543890856,1.8677891171908105,0.0,1.0,1.0,0.0034495933043122706,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,34,L4,0.9334690442509488,0.15217103705211515,1.8677891171908105,1.0,1.0,1.0,0.20004253350122836,7
symbolic,symbolic_generation,generated_variable,False,Oracle,34,L4,0.9334690442509488,0.15217103705211515,1.8677891171908105,1.0,1.0,1.0,0.20004253350122836,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,35,L4,0.5366728333555476,2.0395362922522153,2.0395362922522153,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,35,L4,0.5368139663341782,2.0383789858023964,2.0395362922522153,0.0,1.0,1.0,7.056648931530463e-05,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,35,L4,0.9337855211860937,0.1675170873944455,2.0395362922522153,1.0,1.0,1.0,0.19855634391527305,7
symbolic,symbolic_generation,generated_variable,False,Oracle,35,L4,0.9337855211860937,0.1675170873944455,2.0395362922522153,1.0,1.0,1.0,0.19855634391527305,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,36,L4,0.5382831021853937,2.2086106168224147,2.2086106168224147,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,36,L4,0.5408014321870603,2.18633559219985,2.2086106168224147,0.0,1.0,1.0,0.00125916500083334,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,36,L4,0.9407564310237183,0.16215044721850813,2.2086106168224147,1.0,1.0,1.0,0.20123666441916233,7
symbolic,symbolic_generation,generated_variable,False,Oracle,36,L4,0.9407564310237183,0.16215044721850813,2.2086106168224147,1.0,1.0,1.0,0.20123666441916233,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,37,L4,0.5077120643100951,3.1409127678340893,3.1409127678340893,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,37,L4,0.5085689033531371,3.1301633207019934,3.1409127678340893,0.0,1.0,1.0,0.00042841952152100626,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,37,L4,0.9516958637202824,0.16441457137027043,3.1409127678340893,1.0,1.0,1.0,0.22199189970509364,7
symbolic,symbolic_generation,generated_variable,False,Oracle,37,L4,0.9516958637202824,0.16441457137027043,3.1409127678340893,1.0,1.0,1.0,0.22199189970509364,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,38,L4,0.5018860568476925,2.342636395813855,2.342636395813855,0.0,0.0,0.0,0.0,7
