suite,benchmark,defect,control,method,seed,level,performance,loss,initial_loss,frame_recovered,reframe_cost,reframed,fde,candidates,auc,selected_feature
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Flat-Search,20,real,0.8818348448180908,0.13399919029768542,0.22342542080486197,1.0,1.0,1.0,0.0322288407453899,29,0.9899527186761229,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,MDL-Flat,20,real,0.8818348448180908,0.13399919029768542,0.22342542080486197,1.0,1.0,1.0,0.0322288407453899,29,0.9899527186761229,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,EIC-Greedy,20,real,0.8818348448180908,0.13399919029768542,0.22342542080486197,1.0,1.0,1.0,0.0322288407453899,29,0.9899527186761229,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Oracle,20,real,0.8818348448180908,0.13399919029768542,0.22342542080486197,1.0,1.0,1.0,0.0322288407453899,29,0.9899527186761229,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Fixed-Frame,21,real,0.738063481966736,0.35489700335162955,0.35489700335162955,0.0,0.0,0.0,0.0,29,0.9048484848484848,none
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Flat-Search,21,real,0.863636236590933,0.15789490717450821,0.35489700335162955,1.0,1.0,1.0,0.06278637731209852,29,0.9857575757575758,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,MDL-Flat,21,real,0.863636236590933,0.15789490717450821,0.35489700335162955,1.0,1.0,1.0,0.06278637731209852,29,0.9857575757575758,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,EIC-Greedy,21,real,0.863636236590933,0.15789490717450821,0.35489700335162955,1.0,1.0,1.0,0.06278637731209852,29,0.9857575757575758,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Oracle,21,real,0.863636236590933,0.15789490717450821,0.35489700335162955,1.0,1.0,1.0,0.06278637731209852,29,0.9857575757575758,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Fixed-Frame,22,real,0.7332203066564071,0.3638465696076364,0.3638465696076364,0.0,0.0,0.0,0.0,29,0.9086956521739131,none
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Flat-Search,22,real,0.863205918872151,0.1584721306204453,0.3638465696076364,1.0,1.0,1.0,0.06499280610787195,29,0.9921739130434782,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,MDL-Flat,22,real,0.863205918872151,0.1584721306204453,0.3638465696076364,1.0,1.0,1.0,0.06499280610787195,29,0.9921739130434782,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,EIC-Greedy,22,real,0.863205918872151,0.1584721306204453,0.3638465696076364,1.0,1.0,1.0,0.06499280610787195,29,0.9921739130434782,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Oracle,22,real,0.863205918872151,0.1584721306204453,0.3638465696076364,1.0,1.0,1.0,0.06499280610787195,29,0.9921739130434782,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Fixed-Frame,23,real,0.8341616904128023,0.19880835033928398,0.19880835033928398,0.0,0.0,0.0,0.0,29,0.9794600938967136,none
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Flat-Search,23,real,0.9061252330347431,0.10360021279934653,0.19880835033928398,1.0,1.0,1.0,0.03598177131097041,29,0.9958920187793427,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,MDL-Flat,23,real,0.9061252330347431,0.10360021279934653,0.19880835033928398,1.0,1.0,1.0,0.03598177131097041,29,0.9958920187793427,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,EIC-Greedy,23,real,0.9061252330347431,0.10360021279934653,0.19880835033928398,1.0,1.0,1.0,0.03598177131097041,29,0.9958920187793427,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Oracle,23,real,0.9061252330347431,0.10360021279934653,0.19880835033928398,1.0,1.0,1.0,0.03598177131097041,29,0.9958920187793427,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Fixed-Frame,24,real,0.8140679030010132,0.2283987568034056,0.2283987568034056,0.0,0.0,0.0,0.0,29,0.9682215743440232,none
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Flat-Search,24,real,0.8917035483820437,0.1214489409787092,0.2283987568034056,1.0,1.0,1.0,0.03881782269051526,29,0.9962099125364432,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,MDL-Flat,24,real,0.8917035483820437,0.1214489409787092,0.2283987568034056,1.0,1.0,1.0,0.03881782269051526,29,0.9962099125364432,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,EIC-Greedy,24,real,0.8917035483820437,0.1214489409787092,0.2283987568034056,1.0,1.0,1.0,0.03881782269051526,29,0.9962099125364432,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Oracle,24,real,0.8917035483820437,0.1214489409787092,0.2283987568034056,1.0,1.0,1.0,0.03881782269051526,29,0.9962099125364432,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Fixed-Frame,25,real,0.7802812427894082,0.28158918241469527,0.28158918241469527,0.0,0.0,0.0,0.0,29,0.9363017934446506,none
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Flat-Search,25,real,0.8821125628107258,0.13364217012582008,0.28158918241469527,1.0,1.0,1.0,0.05091566001065878,29,0.9891774891774892,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,MDL-Flat,25,real,0.8821125628107258,0.13364217012582008,0.28158918241469527,1.0,1.0,1.0,0.05091566001065878,29,0.9891774891774892,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,EIC-Greedy,25,real,0.8821125628107258,0.13364217012582008,0.28158918241469527,1.0,1.0,1.0,0.05091566001065878,29,0.9891774891774892,worst smoothness
